00:02:55 | INFO | GET http://localhost:7777/Telerik.Web.UI.WebResource.axd?type=rau
03:29:42 | INFO | 	server : ('192.168.64.2', 7777)
03:29:42 | INFO | 	client : ('192.168.64.1', 47742)
03:29:42 | INFO | 	scheme : http
03:29:42 | INFO | 	method : GET
03:29:42 | INFO | 	root_path : 
03:29:42 | INFO | 	path : /
03:29:42 | INFO | 	raw_path : b'/'
03:29:42 | INFO | 	query_string : b''
03:29:42 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
03:29:42 | INFO | Response Body=307
03:29:48 | INFO | GET http://localhost:7777/login
03:29:48 | INFO | Params: 
03:29:48 | INFO | Headers:
03:29:48 | INFO | 	host: localhost:7777
03:29:48 | INFO | 	connection: close
03:29:48 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:29:48 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:29:48 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:29:48 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:29:48 | INFO | Request:
03:29:48 | INFO | 	type : http
03:29:48 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:29:48 | INFO | 	http_version : 1.0
03:29:48 | INFO | 	server : ('192.168.64.2', 7777)
03:29:48 | INFO | 	client : ('192.168.64.1', 47750)
03:29:48 | INFO | 	scheme : http
03:29:48 | INFO | 	method : GET
03:29:48 | INFO | 	root_path : 
03:29:48 | INFO | 	path : /login
03:29:48 | INFO | 	raw_path : b'/login'
03:29:48 | INFO | 	query_string : b''
03:29:48 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
03:29:48 | INFO | Response Body=200
03:29:54 | INFO | GET http://localhost:7777/favicon.ico
03:29:54 | INFO | Params: 
03:29:54 | INFO | Headers:
03:29:54 | INFO | 	host: localhost:7777
03:29:54 | INFO | 	connection: close
03:29:54 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:29:54 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:29:54 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:29:54 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:29:54 | INFO | Request:
03:29:54 | INFO | 	type : http
03:29:54 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:29:54 | INFO | 	http_version : 1.0
03:29:54 | INFO | 	server : ('192.168.64.2', 7777)
03:29:54 | INFO | 	client : ('192.168.64.1', 39726)
03:29:54 | INFO | 	scheme : http
03:29:54 | INFO | 	method : GET
03:29:54 | INFO | 	root_path : 
03:29:54 | INFO | 	path : /favicon.ico
03:29:54 | INFO | 	raw_path : b'/favicon.ico'
03:29:54 | INFO | 	query_string : b''
03:29:54 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
03:29:54 | INFO | Response Body=404
04:24:25 | INFO | GET http://localhost:7777/
04:24:25 | INFO | Params: 
04:24:25 | INFO | Headers:
04:24:25 | INFO | 	host: localhost:7777
04:24:25 | INFO | 	connection: close
04:24:25 | INFO | 	accept-encoding: identity
04:24:25 | INFO | Request:
04:24:25 | INFO | 	type : http
04:24:25 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:24:25 | INFO | 	http_version : 1.0
04:24:25 | INFO | 	server : ('192.168.64.2', 7777)
04:24:25 | INFO | 	client : ('192.168.64.1', 52216)
04:24:25 | INFO | 	scheme : http
04:24:25 | INFO | 	method : GET
04:24:25 | INFO | 	root_path : 
04:24:25 | INFO | 	path : /
04:24:25 | INFO | 	raw_path : b'/'
04:24:25 | INFO | 	query_string : b''
04:24:25 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
04:24:26 | INFO | Response Body=307
04:31:33 | INFO | GET http://localhost:7777/?XDEBUG_SESSION_START=phpstorm
04:31:33 | INFO | Params: XDEBUG_SESSION_START=phpstorm
04:31:33 | INFO | Headers:
04:31:33 | INFO | 	host: localhost:7777
04:31:33 | INFO | 	connection: close
04:31:33 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36
04:31:33 | INFO | 	accept-encoding: gzip
04:31:33 | INFO | Request:
04:31:33 | INFO | 	type : http
04:31:33 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:31:33 | INFO | 	http_version : 1.0
04:31:33 | INFO | 	server : ('192.168.64.2', 7777)
04:31:33 | INFO | 	client : ('192.168.64.1', 55172)
04:31:33 | INFO | 	scheme : http
04:31:33 | INFO | 	method : GET
04:31:33 | INFO | 	root_path : 
04:31:33 | INFO | 	path : /
04:31:33 | INFO | 	raw_path : b'/'
04:31:33 | INFO | 	query_string : b'XDEBUG_SESSION_START=phpstorm'
04:31:33 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
04:31:33 | INFO | Response Body=307
04:31:44 | INFO | GET http://localhost:7777/login
04:31:44 | INFO | Params: 
04:31:44 | INFO | Headers:
04:31:44 | INFO | 	host: localhost:7777
04:31:44 | INFO | 	connection: close
04:31:44 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36
04:31:44 | INFO | 	referer: https://46.229.212.89:443/?XDEBUG_SESSION_START=phpstorm
04:31:44 | INFO | 	accept-encoding: gzip
04:31:44 | INFO | Request:
04:31:44 | INFO | 	type : http
04:31:44 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:31:44 | INFO | 	http_version : 1.0
04:31:44 | INFO | 	server : ('192.168.64.2', 7777)
04:31:44 | INFO | 	client : ('192.168.64.1', 53988)
04:31:44 | INFO | 	scheme : http
04:31:44 | INFO | 	method : GET
04:31:44 | INFO | 	root_path : 
04:31:44 | INFO | 	path : /login
04:31:44 | INFO | 	raw_path : b'/login'
04:31:44 | INFO | 	query_string : b''
04:31:44 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
04:31:44 | INFO | Response Body=200
04:34:20 | INFO | GET http://localhost:7777/remote/login
04:34:20 | INFO | Params: 
04:34:20 | INFO | Headers:
04:34:20 | INFO | 	host: localhost:7777
04:34:20 | INFO | 	connection: close
04:34:20 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36
04:34:20 | INFO | 	accept: */*
04:34:20 | INFO | 	accept-encoding: gzip
04:34:20 | INFO | Request:
04:34:20 | INFO | 	type : http
04:34:20 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:34:20 | INFO | 	http_version : 1.0
04:34:20 | INFO | 	server : ('192.168.64.2', 7777)
04:34:20 | INFO | 	client : ('192.168.64.1', 58114)
04:34:20 | INFO | 	scheme : http
04:34:20 | INFO | 	method : GET
04:34:20 | INFO | 	root_path : 
04:34:20 | INFO | 	path : /remote/login
04:34:20 | INFO | 	raw_path : b'/remote/login'
04:34:20 | INFO | 	query_string : b''
04:34:20 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
04:34:20 | INFO | Response Body=404
04:36:35 | INFO | GET http://localhost:7777/ab2g
04:36:35 | INFO | Params: 
04:36:35 | INFO | Headers:
04:36:35 | INFO | 	host: localhost:7777
04:36:35 | INFO | 	connection: close
04:36:35 | INFO | 	user-agent: Mozilla/5.0 zgrab/0.x
04:36:35 | INFO | 	accept: */*
04:36:35 | INFO | 	accept-encoding: gzip
04:36:35 | INFO | Request:
04:36:35 | INFO | 	type : http
04:36:35 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:36:35 | INFO | 	http_version : 1.0
04:36:35 | INFO | 	server : ('192.168.64.2', 7777)
04:36:35 | INFO | 	client : ('192.168.64.1', 53144)
04:36:35 | INFO | 	scheme : http
04:36:35 | INFO | 	method : GET
04:36:35 | INFO | 	root_path : 
04:36:35 | INFO | 	path : /ab2g
04:36:35 | INFO | 	raw_path : b'/ab2g'
04:36:35 | INFO | 	query_string : b''
04:36:35 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
04:36:35 | INFO | Response Body=404
04:36:36 | INFO | GET http://localhost:7777/ab2h
04:36:36 | INFO | Params: 
04:36:36 | INFO | Headers:
04:36:36 | INFO | 	host: localhost:7777
04:36:36 | INFO | 	connection: close
04:36:36 | INFO | 	user-agent: Mozilla/5.0 zgrab/0.x
04:36:36 | INFO | 	accept: */*
04:36:36 | INFO | 	accept-encoding: gzip
04:36:36 | INFO | Request:
04:36:36 | INFO | 	type : http
04:36:36 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:36:36 | INFO | 	http_version : 1.0
04:36:36 | INFO | 	server : ('192.168.64.2', 7777)
04:36:36 | INFO | 	client : ('192.168.64.1', 53154)
04:36:36 | INFO | 	scheme : http
04:36:36 | INFO | 	method : GET
04:36:36 | INFO | 	root_path : 
04:36:36 | INFO | 	path : /ab2h
04:36:36 | INFO | 	raw_path : b'/ab2h'
04:36:36 | INFO | 	query_string : b''
04:36:36 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
04:36:36 | INFO | Response Body=404
04:36:43 | INFO | GET http://localhost:7777/
04:36:43 | INFO | Params: 
04:36:43 | INFO | Headers:
04:36:43 | INFO | 	host: localhost:7777
04:36:43 | INFO | 	connection: close
04:36:43 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
04:36:43 | INFO | 	accept: */*
04:36:43 | INFO | 	accept-encoding: gzip
04:36:43 | INFO | Request:
04:36:43 | INFO | 	type : http
04:36:43 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:36:43 | INFO | 	http_version : 1.0
04:36:43 | INFO | 	server : ('192.168.64.2', 7777)
04:36:43 | INFO | 	client : ('192.168.64.1', 39478)
04:36:43 | INFO | 	scheme : http
04:36:43 | INFO | 	method : GET
04:36:43 | INFO | 	root_path : 
04:36:43 | INFO | 	path : /
04:36:43 | INFO | 	raw_path : b'/'
04:36:43 | INFO | 	query_string : b''
04:36:43 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
04:36:43 | INFO | Response Body=307
04:36:45 | INFO | GET http://localhost:7777/t4
04:36:45 | INFO | Params: 
04:36:45 | INFO | Headers:
04:36:45 | INFO | 	host: localhost:7777
04:36:45 | INFO | 	connection: close
04:36:45 | INFO | 	user-agent: Mozilla/5.0
04:36:45 | INFO | 	accept: */*
04:36:45 | INFO | 	accept-encoding: gzip
04:36:45 | INFO | Request:
04:36:45 | INFO | 	type : http
04:36:45 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:36:45 | INFO | 	http_version : 1.0
04:36:45 | INFO | 	server : ('192.168.64.2', 7777)
04:36:45 | INFO | 	client : ('192.168.64.1', 39486)
04:36:45 | INFO | 	scheme : http
04:36:45 | INFO | 	method : GET
04:36:45 | INFO | 	root_path : 
04:36:45 | INFO | 	path : /t4
04:36:45 | INFO | 	raw_path : b'/t4'
04:36:45 | INFO | 	query_string : b''
04:36:45 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
04:36:45 | INFO | Response Body=404
05:15:57 | INFO | GET http://localhost:7777/
05:15:57 | INFO | Params: 
05:15:57 | INFO | Headers:
05:15:57 | INFO | 	host: localhost:7777
05:15:57 | INFO | 	connection: close
05:15:57 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36
05:15:57 | INFO | 	accept: */*
05:15:57 | INFO | 	accept-encoding: gzip
05:15:57 | INFO | Request:
05:15:57 | INFO | 	type : http
05:15:57 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
05:15:57 | INFO | 	http_version : 1.0
05:15:57 | INFO | 	server : ('192.168.64.2', 7777)
05:15:57 | INFO | 	client : ('192.168.64.1', 39306)
05:15:57 | INFO | 	scheme : http
05:15:57 | INFO | 	method : GET
05:15:57 | INFO | 	root_path : 
05:15:57 | INFO | 	path : /
05:15:57 | INFO | 	raw_path : b'/'
05:15:57 | INFO | 	query_string : b''
05:15:57 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
05:15:57 | INFO | Response Body=307
05:15:57 | INFO | GET http://localhost:7777/login
05:15:57 | INFO | Params: 
05:15:57 | INFO | Headers:
05:15:57 | INFO | 	host: localhost:7777
05:15:57 | INFO | 	connection: close
05:15:57 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36
05:15:57 | INFO | 	accept: */*
05:15:57 | INFO | 	referer: https://46.229.212.89/
05:15:57 | INFO | 	accept-encoding: gzip
05:15:57 | INFO | Request:
05:15:57 | INFO | 	type : http
05:15:57 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
05:15:57 | INFO | 	http_version : 1.0
05:15:57 | INFO | 	server : ('192.168.64.2', 7777)
05:15:57 | INFO | 	client : ('192.168.64.1', 39312)
05:15:57 | INFO | 	scheme : http
05:15:57 | INFO | 	method : GET
05:15:57 | INFO | 	root_path : 
05:15:57 | INFO | 	path : /login
05:15:57 | INFO | 	raw_path : b'/login'
05:15:57 | INFO | 	query_string : b''
05:15:57 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
05:15:57 | INFO | Response Body=200
06:57:47 | INFO | GET http://localhost:7777/static/css/bootstrap.css
06:57:47 | INFO | Params: 
06:57:47 | INFO | Headers:
06:57:47 | INFO | 	host: localhost:7777
06:57:47 | INFO | 	connection: close
06:57:47 | INFO | 	sec-ch-ua: "Not_A Brand";v="99", "Google Chrome";v="109", "Chromium";v="109"
06:57:47 | INFO | 	sec-ch-ua-mobile: ?0
06:57:47 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
06:57:47 | INFO | 	sec-ch-ua-platform: "Windows"
06:57:47 | INFO | 	accept: text/css,*/*;q=0.1
06:57:47 | INFO | 	sec-fetch-site: same-origin
06:57:47 | INFO | 	sec-fetch-mode: no-cors
06:57:47 | INFO | 	sec-fetch-dest: style
06:57:47 | INFO | 	referer: https://admin.noboringdate.ru/suggestions
06:57:47 | INFO | 	accept-encoding: gzip, deflate, br
06:57:47 | INFO | 	accept-language: ru-RU,ru;q=0.9,en-US;q=0.8,en;q=0.7
06:57:47 | INFO | 	if-none-match: cef3f7c6e74df4621f277771b58048f8
06:57:47 | INFO | 	if-modified-since: Fri, 10 Feb 2023 09:37:06 GMT
06:57:47 | INFO | Request:
06:57:47 | INFO | 	type : http
06:57:47 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
06:57:47 | INFO | 	http_version : 1.0
06:57:47 | INFO | 	server : ('192.168.64.2', 7777)
06:57:47 | INFO | 	client : ('192.168.64.1', 47180)
06:57:47 | INFO | 	scheme : http
06:57:47 | INFO | 	method : GET
06:57:47 | INFO | 	root_path : 
06:57:47 | INFO | 	path : /static/css/bootstrap.css
06:57:47 | INFO | 	raw_path : b'/static/css/bootstrap.css'
06:57:47 | INFO | 	query_string : b''
06:57:47 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
06:57:47 | INFO | Response Body=304
06:57:47 | INFO | GET http://localhost:7777/static/mystyle.css
06:57:47 | INFO | Params: 
06:57:47 | INFO | Headers:
06:57:47 | INFO | 	host: localhost:7777
06:57:47 | INFO | 	connection: close
06:57:47 | INFO | 	sec-ch-ua: "Not_A Brand";v="99", "Google Chrome";v="109", "Chromium";v="109"
06:57:47 | INFO | 	sec-ch-ua-mobile: ?0
06:57:47 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
06:57:47 | INFO | 	sec-ch-ua-platform: "Windows"
06:57:47 | INFO | 	accept: text/css,*/*;q=0.1
06:57:47 | INFO | 	sec-fetch-site: same-origin
06:57:47 | INFO | 	sec-fetch-mode: no-cors
06:57:47 | INFO | 	sec-fetch-dest: style
06:57:47 | INFO | 	referer: https://admin.noboringdate.ru/suggestions
06:57:47 | INFO | 	accept-encoding: gzip, deflate, br
06:57:47 | INFO | 	accept-language: ru-RU,ru;q=0.9,en-US;q=0.8,en;q=0.7
06:57:47 | INFO | 	if-none-match: 7bf4ca1274103441df939d8bb58e1b8f
06:57:47 | INFO | 	if-modified-since: Fri, 10 Feb 2023 09:37:06 GMT
06:57:47 | INFO | Request:
06:57:47 | INFO | 	type : http
06:57:47 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
06:57:47 | INFO | 	http_version : 1.0
06:57:47 | INFO | 	server : ('192.168.64.2', 7777)
06:57:47 | INFO | 	client : ('192.168.64.1', 47190)
06:57:47 | INFO | 	scheme : http
06:57:47 | INFO | 	method : GET
06:57:47 | INFO | 	root_path : 
06:57:47 | INFO | 	path : /static/mystyle.css
06:57:47 | INFO | 	raw_path : b'/static/mystyle.css'
06:57:47 | INFO | 	query_string : b''
06:57:47 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
06:57:47 | INFO | Response Body=304
06:57:47 | INFO | GET http://localhost:7777/static/js/jquery-3.6.1.min.js
06:57:47 | INFO | Params: 
06:57:47 | INFO | Headers:
06:57:47 | INFO | 	host: localhost:7777
06:57:47 | INFO | 	connection: close
06:57:47 | INFO | 	sec-ch-ua: "Not_A Brand";v="99", "Google Chrome";v="109", "Chromium";v="109"
06:57:47 | INFO | 	sec-ch-ua-mobile: ?0
06:57:47 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
06:57:47 | INFO | 	sec-ch-ua-platform: "Windows"
06:57:47 | INFO | 	accept: */*
06:57:47 | INFO | 	sec-fetch-site: same-origin
06:57:47 | INFO | 	sec-fetch-mode: no-cors
06:57:47 | INFO | 	sec-fetch-dest: script
06:57:47 | INFO | 	referer: https://admin.noboringdate.ru/suggestions
06:57:47 | INFO | 	accept-encoding: gzip, deflate, br
06:57:47 | INFO | 	accept-language: ru-RU,ru;q=0.9,en-US;q=0.8,en;q=0.7
06:57:47 | INFO | 	if-none-match: 1adc76dcd09bfa45453fea3f7c67dcce
06:57:47 | INFO | 	if-modified-since: Fri, 10 Feb 2023 09:37:06 GMT
06:57:47 | INFO | Request:
06:57:47 | INFO | 	type : http
06:57:47 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
06:57:47 | INFO | 	http_version : 1.0
06:57:47 | INFO | 	server : ('192.168.64.2', 7777)
06:57:47 | INFO | 	client : ('192.168.64.1', 47194)
06:57:47 | INFO | 	scheme : http
06:57:47 | INFO | 	method : GET
06:57:47 | INFO | 	root_path : 
06:57:47 | INFO | 	path : /static/js/jquery-3.6.1.min.js
06:57:47 | INFO | 	raw_path : b'/static/js/jquery-3.6.1.min.js'
06:57:47 | INFO | 	query_string : b''
06:57:47 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
06:57:47 | INFO | Response Body=304
06:57:47 | INFO | GET http://localhost:7777/static/js/bootstrap.min.js
06:57:47 | INFO | Params: 
06:57:47 | INFO | Headers:
06:57:47 | INFO | 	host: localhost:7777
06:57:47 | INFO | 	connection: close
06:57:47 | INFO | 	sec-ch-ua: "Not_A Brand";v="99", "Google Chrome";v="109", "Chromium";v="109"
06:57:47 | INFO | 	sec-ch-ua-mobile: ?0
06:57:47 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
06:57:47 | INFO | 	sec-ch-ua-platform: "Windows"
06:57:47 | INFO | 	accept: */*
06:57:47 | INFO | 	sec-fetch-site: same-origin
06:57:47 | INFO | 	sec-fetch-mode: no-cors
06:57:47 | INFO | 	sec-fetch-dest: script
06:57:47 | INFO | 	referer: https://admin.noboringdate.ru/suggestions
06:57:47 | INFO | 	accept-encoding: gzip, deflate, br
06:57:47 | INFO | 	accept-language: ru-RU,ru;q=0.9,en-US;q=0.8,en;q=0.7
06:57:47 | INFO | 	if-none-match: 57c99eadbb83aaf60e924f89b47b135e
06:57:47 | INFO | 	if-modified-since: Fri, 10 Feb 2023 09:37:06 GMT
06:57:47 | INFO | Request:
06:57:47 | INFO | 	type : http
06:57:47 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
06:57:47 | INFO | 	http_version : 1.0
06:57:47 | INFO | 	server : ('192.168.64.2', 7777)
06:57:47 | INFO | 	client : ('192.168.64.1', 47196)
06:57:47 | INFO | 	scheme : http
06:57:47 | INFO | 	method : GET
06:57:47 | INFO | 	root_path : 
06:57:47 | INFO | 	path : /static/js/bootstrap.min.js
06:57:47 | INFO | 	raw_path : b'/static/js/bootstrap.min.js'
06:57:47 | INFO | 	query_string : b''
06:57:47 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
06:57:47 | INFO | Response Body=304
06:57:47 | INFO | GET http://localhost:7777/static/js/bootstrap.bundle.min.js
06:57:47 | INFO | Params: 
06:57:47 | INFO | Headers:
06:57:47 | INFO | 	host: localhost:7777
06:57:47 | INFO | 	connection: close
06:57:47 | INFO | 	sec-ch-ua: "Not_A Brand";v="99", "Google Chrome";v="109", "Chromium";v="109"
06:57:47 | INFO | 	sec-ch-ua-mobile: ?0
06:57:47 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
06:57:47 | INFO | 	sec-ch-ua-platform: "Windows"
06:57:47 | INFO | 	accept: */*
06:57:47 | INFO | 	sec-fetch-site: same-origin
06:57:47 | INFO | 	sec-fetch-mode: no-cors
06:57:47 | INFO | 	sec-fetch-dest: script
06:57:47 | INFO | 	referer: https://admin.noboringdate.ru/suggestions
06:57:47 | INFO | 	accept-encoding: gzip, deflate, br
06:57:47 | INFO | 	accept-language: ru-RU,ru;q=0.9,en-US;q=0.8,en;q=0.7
06:57:47 | INFO | 	if-none-match: e0ba2c9cb7bb7e8bbd0518b44289622d
06:57:47 | INFO | 	if-modified-since: Fri, 10 Feb 2023 09:37:06 GMT
06:57:47 | INFO | Request:
06:57:47 | INFO | 	type : http
06:57:47 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
06:57:47 | INFO | 	http_version : 1.0
06:57:47 | INFO | 	server : ('192.168.64.2', 7777)
06:57:47 | INFO | 	client : ('192.168.64.1', 47210)
06:57:47 | INFO | 	scheme : http
06:57:47 | INFO | 	method : GET
06:57:47 | INFO | 	root_path : 
06:57:47 | INFO | 	path : /static/js/bootstrap.bundle.min.js
06:57:47 | INFO | 	raw_path : b'/static/js/bootstrap.bundle.min.js'
06:57:47 | INFO | 	query_string : b''
06:57:47 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
06:57:47 | INFO | Response Body=304
06:57:48 | INFO | GET http://localhost:7777/static/img/logo.png
06:57:48 | INFO | Params: 
06:57:48 | INFO | Headers:
06:57:48 | INFO | 	host: localhost:7777
06:57:48 | INFO | 	connection: close
06:57:48 | INFO | 	sec-ch-ua: "Not_A Brand";v="99", "Google Chrome";v="109", "Chromium";v="109"
06:57:48 | INFO | 	sec-ch-ua-mobile: ?0
06:57:48 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36
06:57:48 | INFO | 	sec-ch-ua-platform: "Windows"
