00:33:06 | INFO | GET http://localhost:7777///remote/fgt_lang?lang=/../../../..//////////dev/
02:21:01 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:21:01 | INFO | 	http_version : 1.0
02:21:01 | INFO | 	server : ('192.168.208.3', 7777)
02:21:01 | INFO | 	client : ('192.168.208.1', 51578)
02:21:01 | INFO | 	scheme : http
02:21:01 | INFO | 	method : GET
02:21:01 | INFO | 	root_path : 
02:21:01 | INFO | 	path : /static/admin/javascript/hetong.js
02:21:01 | INFO | 	raw_path : b'/static/admin/javascript/hetong.js'
02:21:01 | INFO | 	query_string : b''
02:21:01 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
02:21:01 | INFO | Response Body=404
02:25:49 | INFO | GET http://admin.noboringdate.ru:7777/
02:25:49 | INFO | Params: 
02:25:49 | INFO | Headers:
02:25:49 | INFO | 	host: admin.noboringdate.ru:7777
02:25:49 | INFO | 	user-agent: Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)
02:25:49 | INFO | 	connection: close
02:25:49 | INFO | 	accept: */*
02:25:49 | INFO | 	accept-encoding: gzip
02:25:49 | INFO | Request:
02:25:49 | INFO | 	type : http
02:25:49 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:25:49 | INFO | 	http_version : 1.1
02:25:49 | INFO | 	server : ('192.168.208.3', 7777)
02:25:49 | INFO | 	client : ('87.236.176.237', 50023)
02:25:49 | INFO | 	scheme : http
02:25:49 | INFO | 	method : GET
02:25:49 | INFO | 	root_path : 
02:25:49 | INFO | 	path : /
02:25:49 | INFO | 	raw_path : b'/'
02:25:49 | INFO | 	query_string : b''
02:25:49 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
02:25:49 | INFO | Response Body=307
02:25:49 | INFO | GET http://admin.noboringdate.ru:7777/login
02:25:49 | INFO | Params: 
02:25:49 | INFO | Headers:
02:25:49 | INFO | 	host: admin.noboringdate.ru:7777
02:25:49 | INFO | 	user-agent: Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)
02:25:49 | INFO | 	accept: */*
02:25:49 | INFO | 	referer: http://admin.noboringdate.ru:7777
02:25:49 | INFO | 	accept-encoding: gzip
02:25:49 | INFO | 	connection: close
02:25:49 | INFO | Request:
02:25:49 | INFO | 	type : http
02:25:49 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:25:49 | INFO | 	http_version : 1.1
02:25:49 | INFO | 	server : ('192.168.208.3', 7777)
02:25:49 | INFO | 	client : ('87.236.176.237', 59915)
02:25:49 | INFO | 	scheme : http
02:25:49 | INFO | 	method : GET
02:25:49 | INFO | 	root_path : 
02:25:49 | INFO | 	path : /login
02:25:49 | INFO | 	raw_path : b'/login'
02:25:49 | INFO | 	query_string : b''
02:25:49 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
02:25:49 | INFO | Response Body=200
03:29:27 | INFO | GET http://localhost:7777/
03:29:27 | INFO | Params: 
03:29:27 | INFO | Headers:
03:29:27 | INFO | 	host: localhost:7777
03:29:27 | INFO | 	connection: close
03:29:27 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:29:27 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:29:27 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:29:27 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:29:27 | INFO | Request:
03:29:27 | INFO | 	type : http
03:29:27 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:29:27 | INFO | 	http_version : 1.0
03:29:27 | INFO | 	server : ('192.168.208.3', 7777)
03:29:27 | INFO | 	client : ('192.168.208.1', 36960)
03:29:27 | INFO | 	scheme : http
03:29:27 | INFO | 	method : GET
03:29:27 | INFO | 	root_path : 
03:29:27 | INFO | 	path : /
03:29:27 | INFO | 	raw_path : b'/'
03:29:27 | INFO | 	query_string : b''
03:29:27 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
03:29:27 | INFO | Response Body=307
03:29:34 | INFO | GET http://localhost:7777/login
03:29:34 | INFO | Params: 
03:29:34 | INFO | Headers:
03:29:34 | INFO | 	host: localhost:7777
03:29:34 | INFO | 	connection: close
03:29:34 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:29:34 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:29:34 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:29:34 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:29:34 | INFO | Request:
03:29:34 | INFO | 	type : http
03:29:34 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:29:34 | INFO | 	http_version : 1.0
03:29:34 | INFO | 	server : ('192.168.208.3', 7777)
03:29:34 | INFO | 	client : ('192.168.208.1', 54900)
03:29:34 | INFO | 	scheme : http
03:29:34 | INFO | 	method : GET
03:29:34 | INFO | 	root_path : 
03:29:34 | INFO | 	path : /login
03:29:34 | INFO | 	raw_path : b'/login'
03:29:34 | INFO | 	query_string : b''
03:29:34 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
03:29:34 | INFO | Response Body=200
03:29:40 | INFO | GET http://localhost:7777/favicon.ico
03:29:40 | INFO | Params: 
03:29:40 | INFO | Headers:
03:29:40 | INFO | 	host: localhost:7777
03:29:40 | INFO | 	connection: close
03:29:40 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:29:40 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:29:40 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:29:40 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:29:40 | INFO | Request:
03:29:40 | INFO | 	type : http
03:29:40 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:29:40 | INFO | 	http_version : 1.0
03:29:40 | INFO | 	server : ('192.168.208.3', 7777)
03:29:40 | INFO | 	client : ('192.168.208.1', 54912)
03:29:40 | INFO | 	scheme : http
03:29:40 | INFO | 	method : GET
03:29:40 | INFO | 	root_path : 
03:29:40 | INFO | 	path : /favicon.ico
03:29:40 | INFO | 	raw_path : b'/favicon.ico'
03:29:40 | INFO | 	query_string : b''
03:29:40 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
03:29:40 | INFO | Response Body=404
04:42:19 | INFO | GET http://localhost:7777/.env
04:42:19 | INFO | Params: 
04:42:19 | INFO | Headers:
04:42:19 | INFO | 	host: localhost:7777
04:42:19 | INFO | 	connection: close
04:42:19 | INFO | 	user-agent: python-requests/2.28.1
04:42:19 | INFO | 	accept-encoding: gzip, deflate
04:42:19 | INFO | 	accept: */*
04:42:19 | INFO | Request:
04:42:19 | INFO | 	type : http
04:42:19 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:42:19 | INFO | 	http_version : 1.0
04:42:19 | INFO | 	server : ('192.168.208.3', 7777)
04:42:19 | INFO | 	client : ('192.168.208.1', 48216)
04:42:19 | INFO | 	scheme : http
04:42:19 | INFO | 	method : GET
04:42:19 | INFO | 	root_path : 
04:42:19 | INFO | 	path : /.env
04:42:19 | INFO | 	raw_path : b'/.env'
04:42:19 | INFO | 	query_string : b''
04:42:19 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
04:42:19 | INFO | Response Body=404
06:39:03 | INFO | GET http://localhost:7777/owa/auth/logon.aspx?url=https%3a%2f%2f1%2fecp%2f
06:39:03 | INFO | Params: url=https%3A%2F%2F1%2Fecp%2F
06:39:03 | INFO | Headers:
06:39:03 | INFO | 	host: localhost:7777
06:39:03 | INFO | 	connection: close
06:39:03 | INFO | 	user-agent: Mozilla/5.0 zgrab/0.x
06:39:03 | INFO | 	accept: */*
06:39:03 | INFO | 	accept-encoding: gzip
06:39:03 | INFO | Request:
06:39:03 | INFO | 	type : http
06:39:03 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
06:39:03 | INFO | 	http_version : 1.0
06:39:03 | INFO | 	server : ('192.168.208.3', 7777)
06:39:03 | INFO | 	client : ('192.168.208.1', 41678)
06:39:03 | INFO | 	scheme : http
06:39:03 | INFO | 	method : GET
06:39:03 | INFO | 	root_path : 
06:39:03 | INFO | 	path : /owa/auth/logon.aspx
06:39:03 | INFO | 	raw_path : b'/owa/auth/logon.aspx'
06:39:03 | INFO | 	query_string : b'url=https%3a%2f%2f1%2fecp%2f'
06:39:03 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
06:39:03 | INFO | Response Body=404
06:46:45 | INFO | GET http://localhost:7777/
06:46:45 | INFO | Params: 
06:46:45 | INFO | Headers:
06:46:45 | INFO | 	host: localhost:7777
06:46:45 | INFO | 	connection: close
06:46:45 | INFO | 	sec-ch-ua: "Not?A_Brand";v="8", "Chromium";v="108", "Yandex";v="23"
06:46:45 | INFO | 	sec-ch-ua-mobile: ?0
06:46:45 | INFO | 	sec-ch-ua-platform: "Windows"
06:46:45 | INFO | 	upgrade-insecure-requests: 1
06:46:45 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.2.987 Yowser/2.5 Safari/537.36
06:46:45 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
06:46:45 | INFO | 	sec-fetch-site: same-origin
06:46:45 | INFO | 	sec-fetch-mode: navigate
06:46:45 | INFO | 	sec-fetch-user: ?1
06:46:45 | INFO | 	sec-fetch-dest: document
06:46:45 | INFO | 	referer: https://admin.noboringdate.ru/promoters/
06:46:45 | INFO | 	accept-encoding: gzip, deflate, br
06:46:45 | INFO | 	accept-language: ru,en;q=0.9
06:46:45 | INFO | 	cookie: token=cb9bc8afdb764edb93aaf6e1951ce799; username=eugen
06:46:45 | INFO | Request:
06:46:45 | INFO | 	type : http
06:46:45 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
06:46:45 | INFO | 	http_version : 1.0
06:46:45 | INFO | 	server : ('192.168.208.3', 7777)
06:46:45 | INFO | 	client : ('192.168.208.1', 44236)
06:46:45 | INFO | 	scheme : http
06:46:45 | INFO | 	method : GET
06:46:45 | INFO | 	root_path : 
06:46:45 | INFO | 	path : /
06:46:45 | INFO | 	raw_path : b'/'
06:46:45 | INFO | 	query_string : b''
06:46:45 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
06:46:45 | INFO | Response Body=200
06:46:45 | INFO | GET http://localhost:7777/static/css/bootstrap.css
06:46:45 | INFO | Params: 
06:46:45 | INFO | Headers:
06:46:45 | INFO | 	host: localhost:7777
06:46:45 | INFO | 	connection: close
06:46:45 | INFO | 	sec-ch-ua: "Not?A_Brand";v="8", "Chromium";v="108", "Yandex";v="23"
06:46:45 | INFO | 	sec-ch-ua-mobile: ?0
06:46:45 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.2.987 Yowser/2.5 Safari/537.36
06:46:45 | INFO | 	sec-ch-ua-platform: "Windows"
06:46:45 | INFO | 	accept: text/css,*/*;q=0.1
06:46:45 | INFO | 	sec-fetch-site: same-origin
06:46:45 | INFO | 	sec-fetch-mode: no-cors
06:46:45 | INFO | 	sec-fetch-dest: style
06:46:45 | INFO | 	referer: https://admin.noboringdate.ru/
06:46:45 | INFO | 	accept-encoding: gzip, deflate, br
06:46:45 | INFO | 	accept-language: ru,en;q=0.9
06:46:45 | INFO | 	cookie: token=cb9bc8afdb764edb93aaf6e1951ce799; username=eugen
06:46:45 | INFO | 	if-none-match: cef3f7c6e74df4621f277771b58048f8
06:46:45 | INFO | 	if-modified-since: Fri, 10 Feb 2023 09:37:06 GMT
06:46:45 | INFO | Request:
06:46:45 | INFO | 	type : http
06:46:45 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
06:46:45 | INFO | 	http_version : 1.0
06:46:45 | INFO | 	server : ('192.168.208.3', 7777)
06:46:45 | INFO | 	client : ('192.168.208.1', 44246)
06:46:45 | INFO | 	scheme : http
06:46:45 | INFO | 	method : GET
06:46:45 | INFO | 	root_path : 
06:46:45 | INFO | 	path : /static/css/bootstrap.css
06:46:45 | INFO | 	raw_path : b'/static/css/bootstrap.css'
06:46:45 | INFO | 	query_string : b''
06:46:45 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
06:46:45 | INFO | Response Body=304
06:46:45 | INFO | GET http://localhost:7777/static/mystyle.css
06:46:45 | INFO | Params: 
06:46:45 | INFO | Headers:
06:46:45 | INFO | 	host: localhost:7777
06:46:45 | INFO | 	connection: close
06:46:45 | INFO | 	sec-ch-ua: "Not?A_Brand";v="8", "Chromium";v="108", "Yandex";v="23"
06:46:45 | INFO | 	sec-ch-ua-mobile: ?0
06:46:45 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.2.987 Yowser/2.5 Safari/537.36
06:46:45 | INFO | 	sec-ch-ua-platform: "Windows"
06:46:45 | INFO | 	accept: text/css,*/*;q=0.1
06:46:45 | INFO | 	sec-fetch-site: same-origin
06:46:45 | INFO | 	sec-fetch-mode: no-cors
06:46:45 | INFO | 	sec-fetch-dest: style
06:46:45 | INFO | 	referer: https://admin.noboringdate.ru/
06:46:45 | INFO | 	accept-encoding: gzip, deflate, br
06:46:45 | INFO | 	accept-language: ru,en;q=0.9
06:46:45 | INFO | 	cookie: token=cb9bc8afdb764edb93aaf6e1951ce799; username=eugen
06:46:45 | INFO | 	if-none-match: 7bf4ca1274103441df939d8bb58e1b8f
06:46:45 | INFO | 	if-modified-since: Fri, 10 Feb 2023 09:37:06 GMT
06:46:45 | INFO | Request:
06:46:45 | INFO | 	type : http
06:46:45 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
06:46:45 | INFO | 	http_version : 1.0
06:46:45 | INFO | 	server : ('192.168.208.3', 7777)
06:46:45 | INFO | 	client : ('192.168.208.1', 44262)
06:46:45 | INFO | 	scheme : http
06:46:45 | INFO | 	method : GET
06:46:45 | INFO | 	root_path : 
06:46:45 | INFO | 	path : /static/mystyle.css
06:46:45 | INFO | 	raw_path : b'/static/mystyle.css'
06:46:45 | INFO | 	query_string : b''
06:46:45 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f3b48a822f0>
06:46:45 | INFO | Response Body=304
06:46:45 | INFO | GET http://localhost:7777/static/js/jquery-3.6.1.min.js
06:46:45 | INFO | Params: 
06:46:45 | INFO | Headers:
06:46:45 | INFO | 	host: localhost:7777
06:46:45 | INFO | 	connection: close
06:46:45 | INFO | 	sec-ch-ua: "Not?A_Brand";v="8", "Chromium";v="108", "Yandex";v="23"
06:46:45 | INFO | 	if-none-match: 1adc76dcd09bfa45453fea3f7c67dcce
06:46:45 | INFO | 	if-modified-since: Fri, 10 Feb 2023 09:37:06 GMT
06:46:45 | INFO | 	sec-ch-ua-mobile: ?0
06:46:45 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 YaBrowser/23.1.2.987 Yowser/2.5 Safari/537.36
06:46:45 | INFO | 	sec-ch-ua-platform: "Windows"
06:46:45 | INFO | 	accept: */*
06:46:45 | INFO | 	sec-fetch-site: same-origin
06:46:45 | INFO | 	sec-fetch-mode: no-cors
06:46:45 | INFO | 	sec-fetch-dest: script
06:46:45 | INFO | 	referer: https://admin.noboringdate.ru/
06:46:45 | INFO | 	accept-encoding: gzip, deflate, br
06:46:45 | INFO | 	accept-language: ru,en;q=0.9
06:46:45 | INFO | 	cookie: token=cb9bc8afdb764edb93aaf6e1951ce799; username=eugen
06:46:45 | INFO | Request:
06:46:45 | INFO | 	type : http
