00:49:57 | INFO | GET http://localhost:7777/ab2g
00:52:35 | INFO | 	raw_path : b'/'
00:52:35 | INFO | 	query_string : b''
00:52:35 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
00:52:35 | INFO | Response Body=307
01:12:08 | INFO | GET http://localhost:7777/cgi-bin/config.exp
01:12:08 | INFO | Params: 
01:12:08 | INFO | Headers:
01:12:08 | INFO | 	host: localhost:7777
01:12:08 | INFO | 	connection: close
01:12:08 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36
01:12:08 | INFO | 	accept: */*
01:12:08 | INFO | 	accept-encoding: gzip
01:12:08 | INFO | Request:
01:12:08 | INFO | 	type : http
01:12:08 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
01:12:08 | INFO | 	http_version : 1.0
01:12:08 | INFO | 	server : ('192.168.64.2', 7777)
01:12:08 | INFO | 	client : ('192.168.64.1', 51596)
01:12:08 | INFO | 	scheme : http
01:12:08 | INFO | 	method : GET
01:12:08 | INFO | 	root_path : 
01:12:08 | INFO | 	path : /cgi-bin/config.exp
01:12:08 | INFO | 	raw_path : b'/cgi-bin/config.exp'
01:12:08 | INFO | 	query_string : b''
01:12:08 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
01:12:08 | INFO | Response Body=404
01:38:26 | INFO | GET http://localhost:7777/actuator/gateway/routes
01:38:26 | INFO | Params: 
01:38:26 | INFO | Headers:
01:38:26 | INFO | 	host: localhost:7777
01:38:26 | INFO | 	connection: close
01:38:26 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36
01:38:26 | INFO | 	accept-encoding: gzip
01:38:26 | INFO | Request:
01:38:26 | INFO | 	type : http
01:38:26 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
01:38:26 | INFO | 	http_version : 1.0
01:38:26 | INFO | 	server : ('192.168.64.2', 7777)
01:38:26 | INFO | 	client : ('192.168.64.1', 43282)
01:38:26 | INFO | 	scheme : http
01:38:26 | INFO | 	method : GET
01:38:26 | INFO | 	root_path : 
01:38:26 | INFO | 	path : /actuator/gateway/routes
01:38:26 | INFO | 	raw_path : b'/actuator/gateway/routes'
01:38:26 | INFO | 	query_string : b''
01:38:26 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
01:38:26 | INFO | Response Body=404
03:30:53 | INFO | GET http://localhost:7777/
03:30:53 | INFO | Params: 
03:30:53 | INFO | Headers:
03:30:53 | INFO | 	host: localhost:7777
03:30:53 | INFO | 	connection: close
03:30:53 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:30:53 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:30:53 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:30:53 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:30:53 | INFO | Request:
03:30:53 | INFO | 	type : http
03:30:53 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:30:53 | INFO | 	http_version : 1.0
03:30:53 | INFO | 	server : ('192.168.64.2', 7777)
03:30:53 | INFO | 	client : ('192.168.64.1', 57638)
03:30:53 | INFO | 	scheme : http
03:30:53 | INFO | 	method : GET
03:30:53 | INFO | 	root_path : 
03:30:53 | INFO | 	path : /
03:30:53 | INFO | 	raw_path : b'/'
03:30:53 | INFO | 	query_string : b''
03:30:53 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
03:30:53 | INFO | Response Body=307
03:30:59 | INFO | GET http://localhost:7777/login
03:30:59 | INFO | Params: 
03:30:59 | INFO | Headers:
03:30:59 | INFO | 	host: localhost:7777
03:30:59 | INFO | 	connection: close
03:30:59 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:30:59 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:30:59 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:30:59 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:30:59 | INFO | Request:
03:30:59 | INFO | 	type : http
03:30:59 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:30:59 | INFO | 	http_version : 1.0
03:30:59 | INFO | 	server : ('192.168.64.2', 7777)
03:30:59 | INFO | 	client : ('192.168.64.1', 57646)
03:30:59 | INFO | 	scheme : http
03:30:59 | INFO | 	method : GET
03:30:59 | INFO | 	root_path : 
03:30:59 | INFO | 	path : /login
03:30:59 | INFO | 	raw_path : b'/login'
03:30:59 | INFO | 	query_string : b''
03:30:59 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
03:30:59 | INFO | Response Body=200
03:31:06 | INFO | GET http://localhost:7777/favicon.ico
03:31:06 | INFO | Params: 
03:31:06 | INFO | Headers:
03:31:06 | INFO | 	host: localhost:7777
03:31:06 | INFO | 	connection: close
03:31:06 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:31:06 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:31:06 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:31:06 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:31:06 | INFO | Request:
03:31:06 | INFO | 	type : http
03:31:06 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:31:06 | INFO | 	http_version : 1.0
03:31:06 | INFO | 	server : ('192.168.64.2', 7777)
03:31:06 | INFO | 	client : ('192.168.64.1', 59358)
03:31:06 | INFO | 	scheme : http
03:31:06 | INFO | 	method : GET
03:31:06 | INFO | 	root_path : 
03:31:06 | INFO | 	path : /favicon.ico
03:31:06 | INFO | 	raw_path : b'/favicon.ico'
03:31:06 | INFO | 	query_string : b''
03:31:06 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
03:31:06 | INFO | Response Body=404
04:51:09 | INFO | GET http://localhost:7777/.env
04:51:09 | INFO | Params: 
04:51:09 | INFO | Headers:
04:51:09 | INFO | 	host: localhost:7777
04:51:09 | INFO | 	connection: close
04:51:09 | INFO | 	user-agent: Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30
04:51:09 | INFO | 	accept-encoding: gzip, deflate
04:51:09 | INFO | 	accept: */*
04:51:09 | INFO | Request:
04:51:09 | INFO | 	type : http
04:51:09 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:51:09 | INFO | 	http_version : 1.0
04:51:09 | INFO | 	server : ('192.168.64.2', 7777)
04:51:09 | INFO | 	client : ('192.168.64.1', 52304)
04:51:09 | INFO | 	scheme : http
04:51:09 | INFO | 	method : GET
04:51:09 | INFO | 	root_path : 
04:51:09 | INFO | 	path : /.env
04:51:09 | INFO | 	raw_path : b'/.env'
04:51:09 | INFO | 	query_string : b''
04:51:09 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
04:51:09 | INFO | Response Body=404
04:51:09 | INFO | POST http://localhost:7777/
04:51:09 | INFO | Params: 
04:51:09 | INFO | Headers:
04:51:09 | INFO | 	host: localhost:7777
04:51:09 | INFO | 	connection: close
04:51:09 | INFO | 	content-length: 20
04:51:09 | INFO | 	user-agent: Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30
04:51:09 | INFO | 	accept-encoding: gzip, deflate
04:51:09 | INFO | 	accept: */*
04:51:09 | INFO | 	content-type: application/x-www-form-urlencoded
04:51:09 | INFO | Request:
04:51:09 | INFO | 	type : http
04:51:09 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:51:09 | INFO | 	http_version : 1.0
04:51:09 | INFO | 	server : ('192.168.64.2', 7777)
04:51:09 | INFO | 	client : ('192.168.64.1', 52318)
04:51:09 | INFO | 	scheme : http
04:51:09 | INFO | 	method : POST
04:51:09 | INFO | 	root_path : 
04:51:09 | INFO | 	path : /
04:51:09 | INFO | 	raw_path : b'/'
04:51:09 | INFO | 	query_string : b''
04:51:09 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
04:51:09 | INFO | Response Body=405
07:16:51 | INFO | GET http://localhost:7777/
07:16:51 | INFO | Params: 
07:16:51 | INFO | Headers:
07:16:51 | INFO | 	host: localhost:7777
07:16:51 | INFO | 	connection: close
07:16:51 | INFO | 	user-agent: Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36
07:16:51 | INFO | 	accept: */*
07:16:51 | INFO | 	accept-encoding: gzip
07:16:51 | INFO | Request:
07:16:51 | INFO | 	type : http
07:16:51 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
07:16:51 | INFO | 	http_version : 1.0
07:16:51 | INFO | 	server : ('192.168.64.2', 7777)
07:16:51 | INFO | 	client : ('192.168.64.1', 39390)
07:16:51 | INFO | 	scheme : http
07:16:51 | INFO | 	method : GET
07:16:51 | INFO | 	root_path : 
07:16:51 | INFO | 	path : /
07:16:51 | INFO | 	raw_path : b'/'
07:16:51 | INFO | 	query_string : b''
07:16:51 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
07:16:51 | INFO | Response Body=307
07:16:51 | INFO | GET http://localhost:7777/login
07:16:51 | INFO | Params: 
07:16:51 | INFO | Headers:
07:16:51 | INFO | 	host: localhost:7777
07:16:51 | INFO | 	connection: close
07:16:51 | INFO | 	user-agent: Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36
07:16:51 | INFO | 	accept: */*
07:16:51 | INFO | 	referer: https://46.229.212.89/
07:16:51 | INFO | 	accept-encoding: gzip
07:16:51 | INFO | Request:
07:16:51 | INFO | 	type : http
07:16:51 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
07:16:51 | INFO | 	http_version : 1.0
07:16:51 | INFO | 	server : ('192.168.64.2', 7777)
07:16:51 | INFO | 	client : ('192.168.64.1', 39406)
07:16:51 | INFO | 	scheme : http
07:16:51 | INFO | 	method : GET
07:16:51 | INFO | 	root_path : 
07:16:51 | INFO | 	path : /login
07:16:51 | INFO | 	raw_path : b'/login'
07:16:51 | INFO | 	query_string : b''
07:16:51 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
07:16:51 | INFO | Response Body=200
07:16:53 | INFO | GET http://localhost:7777/Public/home/js/check.js
07:16:53 | INFO | Params: 
07:16:53 | INFO | Headers:
07:16:53 | INFO | 	host: localhost:7777
07:16:53 | INFO | 	connection: close
07:16:53 | INFO | 	user-agent: Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36
07:16:53 | INFO | 	accept: */*
07:16:53 | INFO | 	accept-encoding: gzip
07:16:53 | INFO | Request:
07:16:53 | INFO | 	type : http
07:16:53 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
07:16:53 | INFO | 	http_version : 1.0
07:16:53 | INFO | 	server : ('192.168.64.2', 7777)
07:16:53 | INFO | 	client : ('192.168.64.1', 39418)
07:16:53 | INFO | 	scheme : http
07:16:53 | INFO | 	method : GET
07:16:53 | INFO | 	root_path : 
07:16:53 | INFO | 	path : /Public/home/js/check.js
07:16:53 | INFO | 	raw_path : b'/Public/home/js/check.js'
07:16:53 | INFO | 	query_string : b''
07:16:53 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
07:16:53 | INFO | Response Body=404
07:16:54 | INFO | GET http://localhost:7777/static/admin/javascript/hetong.js
07:16:54 | INFO | Params: 
07:16:54 | INFO | Headers:
07:16:54 | INFO | 	host: localhost:7777
07:16:54 | INFO | 	connection: close
07:16:54 | INFO | 	user-agent: Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36
07:16:54 | INFO | 	accept: */*
07:16:54 | INFO | 	accept-encoding: gzip
07:16:54 | INFO | Request:
07:16:54 | INFO | 	type : http
07:16:54 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
07:16:54 | INFO | 	http_version : 1.0
07:16:54 | INFO | 	server : ('192.168.64.2', 7777)
07:16:54 | INFO | 	client : ('192.168.64.1', 39434)
07:16:54 | INFO | 	scheme : http
07:16:54 | INFO | 	method : GET
07:16:54 | INFO | 	root_path : 
07:16:54 | INFO | 	path : /static/admin/javascript/hetong.js
07:16:54 | INFO | 	raw_path : b'/static/admin/javascript/hetong.js'
07:16:54 | INFO | 	query_string : b''
07:16:54 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
07:16:54 | INFO | Response Body=404
08:14:53 | INFO | GET http://46.229.212.89:7777/login
08:14:53 | INFO | Params: 
08:14:53 | INFO | Headers:
08:14:53 | INFO | 	host: 46.229.212.89:7777
08:14:53 | INFO | 	user-agent: Mozilla/5.0 (Linux; U; Android 10; zh-Hans-CN; YAL-AL50 Build/HUAWEIYAL-AL50) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.108 Quark/5.6.6.211 Mobile Safari/537.36
08:14:53 | INFO | 	accept-charset: utf-8
08:14:53 | INFO | 	accept-encoding: gzip
08:14:53 | INFO | 	connection: close
08:14:53 | INFO | Request:
08:14:53 | INFO | 	type : http
08:14:53 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
08:14:53 | INFO | 	http_version : 1.1
08:14:53 | INFO | 	server : ('192.168.64.2', 7777)
08:14:53 | INFO | 	client : ('45.56.108.128', 49966)
08:14:53 | INFO | 	scheme : http
08:14:53 | INFO | 	method : GET
08:14:53 | INFO | 	root_path : 
08:14:53 | INFO | 	path : /login
08:14:53 | INFO | 	raw_path : b'/login'
08:14:53 | INFO | 	query_string : b''
08:14:53 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
08:14:53 | INFO | Response Body=200
08:15:13 | INFO | GET http://localhost:7777/login
08:15:13 | INFO | Params: 
08:15:13 | INFO | Headers:
08:15:13 | INFO | 	host: localhost:7777
08:15:13 | INFO | 	connection: close
08:15:13 | INFO | 	user-agent: Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/8.0.57838 Mobile/12H321 Safari/600.1.4
08:15:13 | INFO | 	accept-charset: utf-8
08:15:13 | INFO | 	accept-encoding: gzip
08:15:13 | INFO | Request:
08:15:13 | INFO | 	type : http
08:15:13 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
08:15:13 | INFO | 	http_version : 1.0
08:15:13 | INFO | 	server : ('192.168.64.2', 7777)
08:15:13 | INFO | 	client : ('192.168.64.1', 41030)
08:15:13 | INFO | 	scheme : http
08:15:13 | INFO | 	method : GET
08:15:13 | INFO | 	root_path : 
08:15:13 | INFO | 	path : /login
08:15:13 | INFO | 	raw_path : b'/login'
08:15:13 | INFO | 	query_string : b''
08:15:13 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
08:15:13 | INFO | Response Body=200
09:44:40 | INFO | GET http://localhost:7777/Electron/download/windows/\Program Files\3CX Phone System\Data\DB\base\16384\16393
09:44:40 | INFO | Params: 
09:44:40 | INFO | Headers:
09:44:40 | INFO | 	host: localhost:7777
09:44:40 | INFO | 	connection: close
09:44:40 | INFO | 	user-agent: xfa1
09:44:40 | INFO | 	accept: */*
09:44:40 | INFO | 	accept-encoding: gzip
09:44:40 | INFO | Request:
09:44:40 | INFO | 	type : http
09:44:40 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
09:44:40 | INFO | 	http_version : 1.0
09:44:40 | INFO | 	server : ('192.168.64.2', 7777)
09:44:40 | INFO | 	client : ('192.168.64.1', 38132)
09:44:40 | INFO | 	scheme : http
09:44:40 | INFO | 	method : GET
09:44:40 | INFO | 	root_path : 
09:44:40 | INFO | 	path : /Electron/download/windows/\Program Files\3CX Phone System\Data\DB\base\16384\16393
09:44:40 | INFO | 	raw_path : b'/Electron/download/windows/%5CProgram%20Files%5C3CX%20Phone%20System%5CData%5CDB%5Cbase%5C16384%5C16393'
09:44:40 | INFO | 	query_string : b''
09:44:40 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
09:44:40 | INFO | Response Body=404
10:51:28 | INFO | GET http://localhost:7777/actuator/health
10:51:28 | INFO | Params: 
10:51:28 | INFO | Headers:
10:51:28 | INFO | 	host: localhost:7777
10:51:28 | INFO | 	connection: close
10:51:28 | INFO | 	user-agent: Mozilla/5.0 zgrab/0.x
10:51:28 | INFO | 	accept: */*
10:51:28 | INFO | 	accept-encoding: gzip
10:51:28 | INFO | Request:
10:51:28 | INFO | 	type : http
10:51:28 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
10:51:28 | INFO | 	http_version : 1.0
10:51:28 | INFO | 	server : ('192.168.64.2', 7777)
10:51:28 | INFO | 	client : ('192.168.64.1', 44524)
10:51:28 | INFO | 	scheme : http
10:51:28 | INFO | 	method : GET
10:51:28 | INFO | 	root_path : 
10:51:28 | INFO | 	path : /actuator/health
10:51:28 | INFO | 	raw_path : b'/actuator/health'
10:51:28 | INFO | 	query_string : b''
10:51:28 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
10:51:28 | INFO | Response Body=404
11:29:39 | INFO | GET http://localhost:7777/.env
11:29:39 | INFO | Params: 
11:29:39 | INFO | Headers:
11:29:39 | INFO | 	host: localhost:7777
11:29:39 | INFO | 	connection: close
11:29:39 | INFO | 	user-agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36
11:29:39 | INFO | 	accept-encoding: gzip, deflate
11:29:39 | INFO | 	accept: */*
11:29:39 | INFO | Request:
11:29:39 | INFO | 	type : http
11:29:39 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
11:29:39 | INFO | 	http_version : 1.0
11:29:39 | INFO | 	server : ('192.168.64.2', 7777)
11:29:39 | INFO | 	client : ('192.168.64.1', 46918)
11:29:39 | INFO | 	scheme : http
11:29:39 | INFO | 	method : GET
11:29:39 | INFO | 	root_path : 
11:29:39 | INFO | 	path : /.env
11:29:39 | INFO | 	raw_path : b'/.env'
11:29:39 | INFO | 	query_string : b''
11:29:39 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
11:29:39 | INFO | Response Body=404
11:55:41 | INFO | GET http://localhost:7777/
11:55:41 | INFO | Params: 
11:55:41 | INFO | Headers:
11:55:41 | INFO | 	host: localhost:7777
11:55:41 | INFO | 	connection: close
11:55:41 | INFO | 	sec-ch-ua: "Chromium";v="110", "Not A(Brand";v="24", "Google Chrome";v="110"
11:55:41 | INFO | 	sec-ch-ua-mobile: ?0
11:55:41 | INFO | 	sec-ch-ua-platform: "Windows"
11:55:41 | INFO | 	upgrade-insecure-requests: 1
11:55:41 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
11:55:41 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7
11:55:41 | INFO | 	purpose: prefetch
11:55:41 | INFO | 	sec-fetch-site: none
11:55:41 | INFO | 	sec-fetch-mode: navigate
11:55:41 | INFO | 	sec-fetch-user: ?1
11:55:41 | INFO | 	sec-fetch-dest: document
11:55:41 | INFO | 	accept-encoding: gzip, deflate, br
11:55:41 | INFO | 	accept-language: ru-RU,ru;q=0.9,en-US;q=0.8,en;q=0.7
11:55:41 | INFO | Request:
11:55:41 | INFO | 	type : http
11:55:41 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
11:55:41 | INFO | 	http_version : 1.0
11:55:41 | INFO | 	server : ('192.168.64.2', 7777)
11:55:41 | INFO | 	client : ('192.168.64.1', 59624)
11:55:41 | INFO | 	scheme : http
11:55:41 | INFO | 	method : GET
11:55:41 | INFO | 	root_path : 
11:55:41 | INFO | 	path : /
11:55:41 | INFO | 	raw_path : b'/'
11:55:41 | INFO | 	query_string : b''
11:55:41 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f2c46c6a2f0>
11:55:41 | INFO | Response Body=307
11:55:41 | INFO | GET http://localhost:7777/login
11:55:41 | INFO | Params: 
11:55:41 | INFO | Headers:
11:55:41 | INFO | 	host: localhost:7777
11:55:41 | INFO | 	connection: close
11:55:41 | INFO | 	upgrade-insecure-requests: 1
11:55:41 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
11:55:41 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7
11:55:41 | INFO | 	purpose: prefetch
11:55:41 | INFO | 	sec-fetch-site: none
11:55:41 | INFO | 	sec-fetch-mode: navigate
11:55:41 | INFO | 	sec-fetch-user: ?1
11:55:41 | INFO | 	sec-fetch-dest: document
11:55:41 | INFO | 	sec-ch-ua: "Chromium";v="110", "Not A(Brand";v="24", "Google Chrome";v="110"
11:55:41 | INFO | 	sec-ch-ua-mobile: ?0
11:55:41 | INFO | 	sec-ch-ua-platform: "Windows"
11:55:41 | INFO | 	accept-encoding: gzip, deflate, br
