01:08:22 | INFO | GET http://localhost:7777/6493205775247574395834.html
02:54:41 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:54:41 | INFO | 	http_version : 1.1
02:54:41 | INFO | 	server : ('192.168.0.3', 7777)
02:54:41 | INFO | 	client : ('27.124.5.13', 33514)
02:54:41 | INFO | 	scheme : http
02:54:41 | INFO | 	method : GET
02:54:41 | INFO | 	root_path : 
02:54:41 | INFO | 	path : /
02:54:41 | INFO | 	raw_path : b'/'
02:54:41 | INFO | 	query_string : b''
02:54:41 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
02:54:41 | INFO | Response Body=307
02:54:48 | INFO | GET http://46.229.212.89:7777/login
02:54:48 | INFO | Params: 
02:54:48 | INFO | Headers:
02:54:48 | INFO | 	host: 46.229.212.89:7777
02:54:48 | INFO | 	user-agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11
02:54:48 | INFO | 	referer: http://46.229.212.89:7777/
02:54:48 | INFO | 	accept-encoding: gzip
02:54:48 | INFO | Request:
02:54:48 | INFO | 	type : http
02:54:48 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:54:48 | INFO | 	http_version : 1.1
02:54:48 | INFO | 	server : ('192.168.0.3', 7777)
02:54:48 | INFO | 	client : ('27.124.5.13', 36300)
02:54:48 | INFO | 	scheme : http
02:54:48 | INFO | 	method : GET
02:54:48 | INFO | 	root_path : 
02:54:48 | INFO | 	path : /login
02:54:48 | INFO | 	raw_path : b'/login'
02:54:48 | INFO | 	query_string : b''
02:54:48 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
02:54:48 | INFO | Response Body=200
02:54:49 | INFO | GET http://46.229.212.89:7777/favicon.ico
02:54:49 | INFO | Params: 
02:54:49 | INFO | Headers:
02:54:49 | INFO | 	host: 46.229.212.89:7777
02:54:49 | INFO | 	user-agent: Go-http-client/1.1
02:54:49 | INFO | 	accept-encoding: gzip
02:54:49 | INFO | Request:
02:54:49 | INFO | 	type : http
02:54:49 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:54:49 | INFO | 	http_version : 1.1
02:54:49 | INFO | 	server : ('192.168.0.3', 7777)
02:54:49 | INFO | 	client : ('27.124.5.13', 37294)
02:54:49 | INFO | 	scheme : http
02:54:49 | INFO | 	method : GET
02:54:49 | INFO | 	root_path : 
02:54:49 | INFO | 	path : /favicon.ico
02:54:49 | INFO | 	raw_path : b'/favicon.ico'
02:54:49 | INFO | 	query_string : b''
02:54:49 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
02:54:49 | INFO | Response Body=404
02:54:52 | INFO | GET http://46.229.212.89:7777/robots.txt
02:54:52 | INFO | Params: 
02:54:52 | INFO | Headers:
02:54:52 | INFO | 	host: 46.229.212.89:7777
02:54:52 | INFO | 	user-agent: Go-http-client/1.1
02:54:52 | INFO | 	accept-encoding: gzip
02:54:52 | INFO | Request:
02:54:52 | INFO | 	type : http
02:54:52 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:54:52 | INFO | 	http_version : 1.1
02:54:52 | INFO | 	server : ('192.168.0.3', 7777)
02:54:52 | INFO | 	client : ('27.124.5.13', 38042)
02:54:52 | INFO | 	scheme : http
02:54:52 | INFO | 	method : GET
02:54:52 | INFO | 	root_path : 
02:54:52 | INFO | 	path : /robots.txt
02:54:52 | INFO | 	raw_path : b'/robots.txt'
02:54:52 | INFO | 	query_string : b''
02:54:52 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
02:54:52 | INFO | Response Body=404
02:54:55 | INFO | GET http://46.229.212.89:7777/sitemap.xml
02:54:55 | INFO | Params: 
02:54:55 | INFO | Headers:
02:54:55 | INFO | 	host: 46.229.212.89:7777
02:54:55 | INFO | 	user-agent: Go-http-client/1.1
02:54:55 | INFO | 	accept-encoding: gzip
02:54:55 | INFO | Request:
02:54:55 | INFO | 	type : http
02:54:55 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:54:55 | INFO | 	http_version : 1.1
02:54:55 | INFO | 	server : ('192.168.0.3', 7777)
02:54:55 | INFO | 	client : ('27.124.5.13', 39802)
02:54:55 | INFO | 	scheme : http
02:54:55 | INFO | 	method : GET
02:54:55 | INFO | 	root_path : 
02:54:55 | INFO | 	path : /sitemap.xml
02:54:55 | INFO | 	raw_path : b'/sitemap.xml'
02:54:55 | INFO | 	query_string : b''
02:54:55 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
02:54:55 | INFO | Response Body=404
02:54:57 | INFO | GET http://46.229.212.89:7777/static/js/jquery-3.6.1.min.js
02:54:57 | INFO | Params: 
02:54:57 | INFO | Headers:
02:54:57 | INFO | 	host: 46.229.212.89:7777
02:54:57 | INFO | 	user-agent: Go-http-client/1.1
02:54:57 | INFO | 	accept-encoding: gzip
02:54:57 | INFO | Request:
02:54:57 | INFO | 	type : http
02:54:57 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:54:57 | INFO | 	http_version : 1.1
02:54:57 | INFO | 	server : ('192.168.0.3', 7777)
02:54:57 | INFO | 	client : ('27.124.5.13', 40810)
02:54:57 | INFO | 	scheme : http
02:54:57 | INFO | 	method : GET
02:54:57 | INFO | 	root_path : 
02:54:57 | INFO | 	path : /static/js/jquery-3.6.1.min.js
02:54:57 | INFO | 	raw_path : b'/static/js/jquery-3.6.1.min.js'
02:54:57 | INFO | 	query_string : b''
02:54:57 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
02:54:57 | INFO | Response Body=200
02:54:57 | INFO | GET http://46.229.212.89:7777/static/js/bootstrap.min.js
02:54:57 | INFO | Params: 
02:54:57 | INFO | Headers:
02:54:57 | INFO | 	host: 46.229.212.89:7777
02:54:57 | INFO | 	user-agent: Go-http-client/1.1
02:54:57 | INFO | 	accept-encoding: gzip
02:54:57 | INFO | Request:
02:54:57 | INFO | 	type : http
02:54:57 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:54:57 | INFO | 	http_version : 1.1
02:54:57 | INFO | 	server : ('192.168.0.3', 7777)
02:54:57 | INFO | 	client : ('27.124.5.13', 40880)
02:54:57 | INFO | 	scheme : http
02:54:57 | INFO | 	method : GET
02:54:57 | INFO | 	root_path : 
02:54:57 | INFO | 	path : /static/js/bootstrap.min.js
02:54:57 | INFO | 	raw_path : b'/static/js/bootstrap.min.js'
02:54:57 | INFO | 	query_string : b''
02:54:57 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
02:54:57 | INFO | Response Body=200
02:54:58 | INFO | GET http://46.229.212.89:7777/static/js/bootstrap.bundle.min.js
02:54:58 | INFO | Params: 
02:54:58 | INFO | Headers:
02:54:58 | INFO | 	host: 46.229.212.89:7777
02:54:58 | INFO | 	user-agent: Go-http-client/1.1
02:54:58 | INFO | 	accept-encoding: gzip
02:54:58 | INFO | Request:
02:54:58 | INFO | 	type : http
02:54:58 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
02:54:58 | INFO | 	http_version : 1.1
02:54:58 | INFO | 	server : ('192.168.0.3', 7777)
02:54:58 | INFO | 	client : ('27.124.5.13', 40878)
02:54:58 | INFO | 	scheme : http
02:54:58 | INFO | 	method : GET
02:54:58 | INFO | 	root_path : 
02:54:58 | INFO | 	path : /static/js/bootstrap.bundle.min.js
02:54:58 | INFO | 	raw_path : b'/static/js/bootstrap.bundle.min.js'
02:54:58 | INFO | 	query_string : b''
02:54:58 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
02:54:58 | INFO | Response Body=200
03:07:08 | INFO | POST http://localhost:7777/sdk
03:07:08 | INFO | Params: 
03:07:08 | INFO | Headers:
03:07:08 | INFO | 	host: localhost:7777
03:07:08 | INFO | 	connection: close
03:07:08 | INFO | 	content-length: 471
03:07:08 | INFO | 	user-agent: Go-http-client/1.1
03:07:08 | INFO | 	content-type: text/xml
03:07:08 | INFO | 	accept-encoding: gzip
03:07:08 | INFO | Request:
03:07:08 | INFO | 	type : http
03:07:08 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:07:08 | INFO | 	http_version : 1.0
03:07:08 | INFO | 	server : ('192.168.0.3', 7777)
03:07:08 | INFO | 	client : ('192.168.0.1', 55496)
03:07:08 | INFO | 	scheme : http
03:07:08 | INFO | 	method : POST
03:07:08 | INFO | 	root_path : 
03:07:08 | INFO | 	path : /sdk
03:07:08 | INFO | 	raw_path : b'/sdk'
03:07:08 | INFO | 	query_string : b''
03:07:08 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
03:07:08 | INFO | Response Body=404
03:07:28 | INFO | GET http://localhost:7777/
03:07:28 | INFO | Params: 
03:07:28 | INFO | Headers:
03:07:28 | INFO | 	host: localhost:7777
03:07:28 | INFO | 	connection: close
03:07:28 | INFO | 	user-agent: Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com
03:07:28 | INFO | Request:
03:07:28 | INFO | 	type : http
03:07:28 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:07:28 | INFO | 	http_version : 1.0
03:07:28 | INFO | 	server : ('192.168.0.3', 7777)
03:07:28 | INFO | 	client : ('192.168.0.1', 56154)
03:07:28 | INFO | 	scheme : http
03:07:28 | INFO | 	method : GET
03:07:28 | INFO | 	root_path : 
03:07:28 | INFO | 	path : /
03:07:28 | INFO | 	raw_path : b'/'
03:07:28 | INFO | 	query_string : b''
03:07:28 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
03:07:28 | INFO | Response Body=307
03:07:29 | INFO | GET http://localhost:7777/login
03:07:29 | INFO | Params: 
03:07:29 | INFO | Headers:
03:07:29 | INFO | 	host: localhost:7777
03:07:29 | INFO | 	connection: close
03:07:29 | INFO | 	user-agent: Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com
03:07:29 | INFO | Request:
03:07:29 | INFO | 	type : http
03:07:29 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:07:29 | INFO | 	http_version : 1.0
03:07:29 | INFO | 	server : ('192.168.0.3', 7777)
03:07:29 | INFO | 	client : ('192.168.0.1', 56158)
03:07:29 | INFO | 	scheme : http
03:07:29 | INFO | 	method : GET
03:07:29 | INFO | 	root_path : 
03:07:29 | INFO | 	path : /login
03:07:29 | INFO | 	raw_path : b'/login'
03:07:29 | INFO | 	query_string : b''
03:07:29 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
03:07:29 | INFO | Response Body=200
03:24:39 | INFO | GET http://localhost:7777/
03:24:39 | INFO | Params: 
03:24:39 | INFO | Headers:
03:24:39 | INFO | 	host: localhost:7777
03:24:39 | INFO | 	connection: close
03:24:39 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36
03:24:39 | INFO | 	accept: */*
03:24:39 | INFO | 	accept-encoding: gzip
03:24:39 | INFO | Request:
03:24:39 | INFO | 	type : http
03:24:39 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:24:39 | INFO | 	http_version : 1.0
03:24:39 | INFO | 	server : ('192.168.0.3', 7777)
03:24:39 | INFO | 	client : ('192.168.0.1', 52380)
03:24:39 | INFO | 	scheme : http
03:24:39 | INFO | 	method : GET
03:24:39 | INFO | 	root_path : 
03:24:39 | INFO | 	path : /
03:24:39 | INFO | 	raw_path : b'/'
03:24:39 | INFO | 	query_string : b''
03:24:39 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
03:24:39 | INFO | Response Body=307
03:24:39 | INFO | GET http://localhost:7777/login
03:24:39 | INFO | Params: 
03:24:39 | INFO | Headers:
03:24:39 | INFO | 	host: localhost:7777
03:24:39 | INFO | 	connection: close
03:24:39 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36
03:24:39 | INFO | 	accept: */*
03:24:39 | INFO | 	referer: https://46.229.212.89/
03:24:40 | INFO | 	accept-encoding: gzip
03:24:40 | INFO | Request:
03:24:40 | INFO | 	type : http
03:24:40 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:24:40 | INFO | 	http_version : 1.0
03:24:40 | INFO | 	server : ('192.168.0.3', 7777)
03:24:40 | INFO | 	client : ('192.168.0.1', 52392)
03:24:40 | INFO | 	scheme : http
03:24:40 | INFO | 	method : GET
03:24:40 | INFO | 	root_path : 
03:24:40 | INFO | 	path : /login
03:24:40 | INFO | 	raw_path : b'/login'
03:24:40 | INFO | 	query_string : b''
03:24:40 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
03:24:40 | INFO | Response Body=200
03:28:49 | INFO | GET http://localhost:7777/
03:28:49 | INFO | Params: 
03:28:49 | INFO | Headers:
03:28:49 | INFO | 	host: localhost:7777
03:28:49 | INFO | 	connection: close
03:28:49 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:28:49 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:28:49 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:28:49 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:28:49 | INFO | Request:
03:28:49 | INFO | 	type : http
03:28:49 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:28:49 | INFO | 	http_version : 1.0
03:28:49 | INFO | 	server : ('192.168.0.3', 7777)
03:28:49 | INFO | 	client : ('192.168.0.1', 40184)
03:28:49 | INFO | 	scheme : http
03:28:49 | INFO | 	method : GET
03:28:49 | INFO | 	root_path : 
03:28:49 | INFO | 	path : /
03:28:49 | INFO | 	raw_path : b'/'
03:28:49 | INFO | 	query_string : b''
03:28:49 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
03:28:49 | INFO | Response Body=307
03:28:56 | INFO | GET http://localhost:7777/login
03:28:56 | INFO | Params: 
03:28:56 | INFO | Headers:
03:28:56 | INFO | 	host: localhost:7777
03:28:56 | INFO | 	connection: close
03:28:56 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:28:56 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:28:56 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:28:56 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:28:56 | INFO | Request:
03:28:56 | INFO | 	type : http
03:28:56 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:28:56 | INFO | 	http_version : 1.0
03:28:56 | INFO | 	server : ('192.168.0.3', 7777)
03:28:56 | INFO | 	client : ('192.168.0.1', 41468)
03:28:56 | INFO | 	scheme : http
03:28:56 | INFO | 	method : GET
03:28:56 | INFO | 	root_path : 
03:28:56 | INFO | 	path : /login
03:28:56 | INFO | 	raw_path : b'/login'
03:28:56 | INFO | 	query_string : b''
03:28:56 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
03:28:56 | INFO | Response Body=200
03:29:02 | INFO | GET http://localhost:7777/favicon.ico
03:29:02 | INFO | Params: 
03:29:02 | INFO | Headers:
03:29:02 | INFO | 	host: localhost:7777
03:29:02 | INFO | 	connection: close
03:29:02 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
03:29:02 | INFO | 	accept-language: zh-CN,zh;q=0.8,en-US;q=0.5,en;q=0.3
03:29:02 | INFO | 	accept-charset: GBK,utf-8;q=0.7,*;q=0.3
03:29:02 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
03:29:02 | INFO | Request:
03:29:02 | INFO | 	type : http
03:29:02 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:29:02 | INFO | 	http_version : 1.0
03:29:02 | INFO | 	server : ('192.168.0.3', 7777)
03:29:02 | INFO | 	client : ('192.168.0.1', 42198)
03:29:02 | INFO | 	scheme : http
03:29:02 | INFO | 	method : GET
03:29:02 | INFO | 	root_path : 
03:29:02 | INFO | 	path : /favicon.ico
03:29:02 | INFO | 	raw_path : b'/favicon.ico'
03:29:02 | INFO | 	query_string : b''
03:29:02 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
03:29:02 | INFO | Response Body=404
03:38:27 | INFO | GET http://localhost:7777/owa/auth/logon.aspx
03:38:27 | INFO | Params: 
03:38:27 | INFO | Headers:
03:38:27 | INFO | 	host: localhost:7777
03:38:27 | INFO | 	connection: close
03:38:27 | INFO | 	user-agent: Mozilla/5.0 zgrab/0.x
03:38:27 | INFO | 	accept: */*
03:38:27 | INFO | 	accept-encoding: gzip
03:38:27 | INFO | Request:
03:38:27 | INFO | 	type : http
03:38:27 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
03:38:27 | INFO | 	http_version : 1.0
03:38:27 | INFO | 	server : ('192.168.0.3', 7777)
03:38:27 | INFO | 	client : ('192.168.0.1', 57808)
03:38:27 | INFO | 	scheme : http
03:38:27 | INFO | 	method : GET
03:38:27 | INFO | 	root_path : 
03:38:27 | INFO | 	path : /owa/auth/logon.aspx
03:38:27 | INFO | 	raw_path : b'/owa/auth/logon.aspx'
03:38:27 | INFO | 	query_string : b''
03:38:27 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
03:38:27 | INFO | Response Body=404
04:15:52 | INFO | GET http://localhost:7777/
04:15:52 | INFO | Params: 
04:15:52 | INFO | Headers:
04:15:52 | INFO | 	host: localhost:7777
04:15:52 | INFO | 	connection: close
04:15:52 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 5.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36
04:15:52 | INFO | 	accept: */*
04:15:52 | INFO | 	accept-encoding: gzip
04:15:52 | INFO | Request:
04:15:52 | INFO | 	type : http
04:15:52 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:15:52 | INFO | 	http_version : 1.0
04:15:52 | INFO | 	server : ('192.168.0.3', 7777)
04:15:52 | INFO | 	client : ('192.168.0.1', 35688)
04:15:52 | INFO | 	scheme : http
04:15:52 | INFO | 	method : GET
04:15:52 | INFO | 	root_path : 
04:15:52 | INFO | 	path : /
04:15:52 | INFO | 	raw_path : b'/'
04:15:52 | INFO | 	query_string : b''
04:15:52 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
04:15:52 | INFO | Response Body=307
04:15:52 | INFO | GET http://localhost:7777/login
04:15:52 | INFO | Params: 
04:15:52 | INFO | Headers:
04:15:52 | INFO | 	host: localhost:7777
04:15:52 | INFO | 	connection: close
04:15:52 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 5.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36
04:15:52 | INFO | 	accept: */*
04:15:52 | INFO | 	referer: https://46.229.212.89/
04:15:52 | INFO | 	accept-encoding: gzip
04:15:52 | INFO | Request:
04:15:52 | INFO | 	type : http
04:15:52 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:15:52 | INFO | 	http_version : 1.0
04:15:52 | INFO | 	server : ('192.168.0.3', 7777)
04:15:52 | INFO | 	client : ('192.168.0.1', 35702)
04:15:52 | INFO | 	scheme : http
04:15:52 | INFO | 	method : GET
04:15:52 | INFO | 	root_path : 
04:15:52 | INFO | 	path : /login
04:15:52 | INFO | 	raw_path : b'/login'
04:15:52 | INFO | 	query_string : b''
04:15:52 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
04:15:52 | INFO | Response Body=200
04:20:30 | INFO | GET http://localhost:7777/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application
04:20:30 | INFO | Params: 
04:20:30 | INFO | Headers:
04:20:30 | INFO | 	host: localhost:7777
04:20:30 | INFO | 	connection: close
04:20:30 | INFO | 	user-agent: Mozilla/5.0 zgrab/0.x
04:20:30 | INFO | 	accept: */*
04:20:30 | INFO | 	accept-encoding: gzip
04:20:30 | INFO | Request:
04:20:30 | INFO | 	type : http
04:20:30 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:20:30 | INFO | 	http_version : 1.0
04:20:30 | INFO | 	server : ('192.168.0.3', 7777)
04:20:30 | INFO | 	client : ('192.168.0.1', 58088)
04:20:30 | INFO | 	scheme : http
04:20:30 | INFO | 	method : GET
04:20:30 | INFO | 	root_path : 
04:20:30 | INFO | 	path : /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application
04:20:30 | INFO | 	raw_path : b'/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application'
04:20:30 | INFO | 	query_string : b''
04:20:30 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
04:20:30 | INFO | Response Body=404
04:23:06 | INFO | GET http://localhost:7777/
04:23:06 | INFO | Params: 
04:23:06 | INFO | Headers:
04:23:06 | INFO | 	host: localhost:7777
04:23:06 | INFO | 	connection: close
04:23:06 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 6.2;en-US) AppleWebKit/537.32.36 (KHTML, live Gecko) Chrome/52.0.3073.105 Safari/537.32
04:23:06 | INFO | 	accept-encoding: gzip, deflate
04:23:06 | INFO | 	accept: */*
04:23:06 | INFO | Request:
04:23:06 | INFO | 	type : http
04:23:06 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:23:06 | INFO | 	http_version : 1.0
04:23:06 | INFO | 	server : ('192.168.0.3', 7777)
04:23:06 | INFO | 	client : ('192.168.0.1', 50372)
04:23:06 | INFO | 	scheme : http
04:23:06 | INFO | 	method : GET
04:23:06 | INFO | 	root_path : 
04:23:06 | INFO | 	path : /
04:23:06 | INFO | 	raw_path : b'/'
04:23:06 | INFO | 	query_string : b''
04:23:06 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
04:23:06 | INFO | Response Body=307
04:23:06 | INFO | GET http://localhost:7777/login
04:23:06 | INFO | Params: 
04:23:06 | INFO | Headers:
04:23:06 | INFO | 	host: localhost:7777
04:23:06 | INFO | 	connection: close
04:23:06 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 6.2;en-US) AppleWebKit/537.32.36 (KHTML, live Gecko) Chrome/52.0.3073.105 Safari/537.32
04:23:06 | INFO | 	accept-encoding: gzip, deflate
04:23:06 | INFO | 	accept: */*
04:23:06 | INFO | Request:
04:23:06 | INFO | 	type : http
04:23:06 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:23:06 | INFO | 	http_version : 1.0
04:23:06 | INFO | 	server : ('192.168.0.3', 7777)
04:23:06 | INFO | 	client : ('192.168.0.1', 50374)
04:23:06 | INFO | 	scheme : http
04:23:06 | INFO | 	method : GET
04:23:06 | INFO | 	root_path : 
04:23:06 | INFO | 	path : /login
04:23:06 | INFO | 	raw_path : b'/login'
04:23:06 | INFO | 	query_string : b''
04:23:06 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
04:23:06 | INFO | Response Body=200
04:40:47 | INFO | GET http://localhost:7777/.git/config
04:40:47 | INFO | Params: 
04:40:47 | INFO | Headers:
04:40:47 | INFO | 	host: localhost:7777
04:40:47 | INFO | 	connection: close
04:40:47 | INFO | 	accept: */*
04:40:47 | INFO | 	accept-encoding: gzip, deflate
04:40:47 | INFO | 	user-agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0
04:40:47 | INFO | Request:
04:40:47 | INFO | 	type : http
04:40:47 | INFO | 	asgi : {'version': '3.0', 'spec_version': '2.3'}
04:40:47 | INFO | 	http_version : 1.0
04:40:47 | INFO | 	server : ('192.168.0.3', 7777)
04:40:47 | INFO | 	client : ('192.168.0.1', 53410)
04:40:47 | INFO | 	scheme : http
04:40:47 | INFO | 	method : GET
04:40:47 | INFO | 	root_path : 
04:40:47 | INFO | 	path : /.git/config
04:40:47 | INFO | 	raw_path : b'/.git/config'
04:40:47 | INFO | 	query_string : b''
04:40:47 | INFO | 	app : <fastapi.applications.FastAPI object at 0x7f340845a2f0>
04:40:47 | INFO | Response Body=404
04:40:48 | INFO | GET http://localhost:7777/.git/config
04:40:48 | INFO | Params: 
04:40:48 | INFO | Headers:
04:40:48 | INFO | 	host: localhost:7777
04:40:48 | INFO | 	connection: close
04:40:48 | INFO | 	accept: */*
04:40:48 | INFO | 	accept-encoding: gzip, deflate
04:40:48 | INFO | 	user-agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0
